ref;price by Wh;type;efficacite;gamme puissance;poids;region;dimension;prix theorique
MP-520W~550W;0.219;Monocristallin;20.34 ~ 21.52;520 ~ 550;27;Chine;2256x1133x35;113.88
OS-M36-150-175W;0.238;Monocristallin;19.4 ~ 20.7;150 ~ 175;--;Chine;1480x670x35;35.699999999999996
SW390-410PM5-60SB;0.238;Monocristallin;19.9 ~ 20.9;390 ~ 410;22;Chine;1719x1140x35;92.82
TN340M-72;0.171;Polycristallin;17.5;340;--;Chine;1956x992x35;58.14000000000001
Super HV Series 120M 325-345WW;0.190;Monocristallin;19.26 ~ 20.45;325 ~ 345;19;Chine;1684x1002x35;61.75
FDS220-20P275-280;0.218;Monocristallin;16.8 ~ 17.2;275 ~ 280;18.5;Chine;1640x992x35;59.95
EE-STM-6P;0.238;Polycristallin;15.37 ~ 17.52;250 ~ 285;18.5;Inde;1640x992x40;59.5
FLSF325-340P 6PA Series;0.265;Polycristallin;16.8 ~ 17.6;325 ~ 340;22;Chine;1956x992x40;86.125
Black Panther RCM-385-405-8MO;0.238;PERC;19.96 ~ 21;385 ~ 405;21.5;France;1760x1096x35;91.63
SUN 72MD-H8S 540-550;0.177;Bifacial, PERC;20.9 ~ 21.29;540 ~ 550;33;Chine;2278x1134x30;95.58
JS360-375M;0.249;Monocristallin;18.46 ~ 19.23;360 ~ 375;23.5;Chine;1956x992x35;89.64
P2 Series MYP2036-150-170W;0.248;Polycristallin;15.1 ~ 17.1;150 ~ 170;11.2;Chine;1480x670x35;37.2
TPLM-72 Series 325W-350W;0.171;Monocristallin;16.8 ~ 18;325 ~ 350;23;Chine;1956x992x40;55.575
GPNE-S156/M10H 570-590W;0.239;Monocristallin;20.3 ~ 21;570 ~ 590;31.5;Chine;2472x1135x35;136.23
FSP 260-280W Transparent;0.267;Polycristallin;15.8 ~ 17;260 ~ 280;--;Chine;1662x992x25;69.42
LF345P6-72H;0.229;Polycristallin;--;335 ~ 355;22.3;Chine;1986x992x35;76.715
JT SGh 530-550W Brazil;0.248;Monocristallin;20.7 ~ 21.5;530 ~ 550;27.2;Chine;2256x1133x35;131.44
PST-EPE-100W;0.314;Monocristallin;17.7;100;2.1;Chine;1200x550x3;31.4
(Shingled) ECO-540-555M-58BSC;0.285;Monocristallin;20.7 ~ 21.2;540 ~ 555;28.3;Chine;2384x1096x35;153.89999999999998
JMPV-X1/54-400~410;0.259;PERC;20.48 ~ 21;400 ~ 410;20.7;Chine;1722x1134x30;103.60000000000001
AL480~505M10;0.243;Monocristallin;20.3 ~ 21.3;480 ~ 505;26.3;Chine;2094x1134x35;116.64
MSMDxxxM6-66 166 M6 MWT 390W-410W;0.300;Monocristallin;19.9 ~ 21;390 ~ 410;20.5;Allemagne;1889x1035x30;117.0
TwinPower JC430-450S-Agcd;0.224;Bifacial;19.8 ~ 20.7;430 ~ 450;27.5;Chine;2094x1038x35;96.32000000000001
AL525~550M10;0.243;Monocristallin;20.3 ~ 21.3;525 ~ 550;28.6;Chine;2278x1134x35;127.575
PST-D370-F;0.305;Monocristallin;17.7;370;6.5;Chine;2030x1025x5.5;112.85
FLSE270-285P 6PB Series;0.265;Polycristallin;16.7 ~ 17.6;270 ~ 285;18.2;Chine;1640x992x35;71.55
SUN 72MD-H6S 445-460;0.169;Bifacial, PERC;20.47 ~ 21.16;445 ~ 460;28.5;Chine;2094x1038x30;75.205
P3 Series MYP3036-160-180W;0.248;Polycristallin;15.69 ~ 17.65;160 ~ 180;11.3;Chine;1500x680x35;39.68
280-290W Poly;0.195;Polycristallin;17.11 ~ 17.72;280 ~ 290;18.6;Chine;1650x992x35;54.6
UL PERC AHX144 390W-410W;0.324;Monocristallin;19.38 ~ 20.38;390 ~ 410;23;États-Unis;2008x1002x40;126.36
INE-310-330-60MH;0.267;Monocristallin;18.6 ~ 19.8;310 ~ 330;18.5;Chine;1678x991x35;82.77000000000001
EE-STM-6P 30;0.238;Polycristallin;15.37 ~ 17.52;250 ~ 285;18.5;Inde;1640x992x40;59.5
(Shingled) ECO-650-670M-69SC-DGDF;0.270;Monocristallin;20.9 ~ 21.6;650 ~ 670;39;Chine;2384x1303x35;175.5
FSM 530-550M-72HC;0.257;Monocristallin;20.4 ~ 21.2;530 ~ 550;29;Chine;2286x1135x40;136.21
MS-M525~550(144) M10;0.338;PERC;20.3 ~ 21.3;525 ~ 550;28.6;Chine;2278x1134x35;177.45000000000002
MP-585W~605W;0.219;Monocristallin;20.7 ~ 21.4;585 ~ 605;30.9;Chine;2172x1303x35;128.115
RL100HP;0.190;Polycristallin;14.92;100;--;Chine;1000x670x30;19.0
SYM144-6-335P-355P;0.238;Polycristallin;16.8 ~ 17.8;335 ~ 355;23;Chine;2010x992x40;79.72999999999999
TR120-375M;0.212;Monocristallin;20.9;375;20;Chine;1717x1045x32;79.5
OS-HM72-390-410W;0.248;Monocristallin;19.3 ~ 20.1;390 ~ 410;--;Chine;2015x996x35;96.72
HF144M6-430-460;0.219;Monocristallin;19.8 ~ 21.2;430 ~ 460;24;Chine;2094x1038x35;94.17
Full Black PERC Mono 300W/60cells;0.171;PERC;18.3;300;18.5;Chine;1640x992x35;51.300000000000004
SPHM6-72 380-400W;0.238;PERC;19.16 ~ 20.17;380 ~ 400;22;Chine;1979x1002x40;90.44
JT SGh 440-460W;0.248;Monocristallin;20.2 ~ 21.2;440 ~ 460;24;Chine;2094x1038x35;109.12
JS200-225P;0.238;Polycristallin;15.23 ~ 17.13;200 ~ 225;15.4;Chine;1324x992x35;47.599999999999994
YS395-420SM-108;0.236;Monocristallin;20.2 ~ 21.5;395 ~ 420;21.3;Chine;1722x1134x30;93.22
Tier 1 Brand 400w-410w;0.181;Monocristallin;--;400;--;Chine;1998x996x35;72.39999999999999
18 Series MBB Half Cell Mono 395-415W;0.238;Monocristallin;20.2 ~ 21.2;395 ~ 415;21.5;Chine;1722x1134x35;94.00999999999999
SKT140-155P-12;0.237;Polycristallin;14.09 ~ 15.6;140 ~ 155;11;Chine;1474x674x35;33.18
HTM570-590MH5-78;0.267;Monocristallin;20.4 ~ 21.12;570 ~ 590;31;Chine;2464x1134x35;152.19
SW375-400PM5-66SA;0.238;Monocristallin;20 ~ 21.3;375 ~ 400;20.5;Chine;1646x1140x35;89.25
MSMDxxxM6-72 166 M6 440W-460W Black F...;0.300;Monocristallin;20.2 ~ 21.1;440 ~ 460;24;Allemagne;2095x1039x35;132.0
LF285P6-60H;0.229;Polycristallin;--;275 ~ 295;18.3;Chine;1666x992x35;62.975
Risen EnergyRSM150-8-485-510M;0.236;Monocristallin;19.8 ~ 20.8;485 ~ 510;27;Chine;2220x1102x35;114.46
GPNE-S144/FNH-BG 430-450W;0.249;Monocristallin;19.5 ~ 20.4;430 ~ 450;28.6;Chine;2111x1046x30;107.07
Black Panther RCM-650-665-8MM;0.238;PERC;20.92 ~ 21.41;650 ~ 665;34;France;2384x1303x35;154.7
RSM40-8-390-410M;0.233;PERC;20.3 ~ 21.3;390 ~ 410;21;Chine;1754x1096x30;90.87
Lion RCM-380-400-6BHE;0.279;HJT, Bifacial;20.9 ~ 22;380 ~ 400;23.5;France;1755x1038x30;106.02000000000001
STM-440-465/144-S2 2102*1040*35;0.221;Monocristallin;20.13 ~ 21.3;440 ~ 465;23;Chine;2102x1040x35;97.24
SPHM6-72L 430-455W;0.233;PERC;19.33 ~ 20.45;430 ~ 455;24;Chine;2115x1052x35;100.19000000000001
LF345P6-72;0.229;Polycristallin;--;325 ~ 345;22.5;Chine;1956x992x40;74.425
INE-380-400-72MH;0.267;PERC;19.2 ~ 20.2;380 ~ 400;22.5;Chine;2000x991x40;101.46000000000001
FLU-525-545M;0.255;Monocristallin;20.31 ~ 21.09;525 ~ 545;28.5;Chine;2279x1134x35;133.875
JS255-270P;0.238;Polycristallin;15.6 ~ 16.5;255 ~ 270;19.3;Chine;1640x992x40;60.69
RL150-170HP;0.190;Polycristallin;15.06 ~ 17.07;150 ~ 170;--;Chine;1480x680x35;28.5
EB-200P;0.400;Monocristallin;22;200;6.3;États-Unis;2420x537x250;80.0
MS-M390~415(108)M10;0.243;PERC;20 ~ 21.3;390 ~ 415;20.5;Chine;1722x1134x30;94.77
RS6T-M;0.225;Monocristallin;17.06 ~ 18.09;330 ~ 350;22;Chine;1950x992x40;74.25
18 Series MBB Half Cell Mono 440-460W;0.238;Monocristallin;20.4 ~ 21.3;440 ~ 460;24;Chine;1903x1134x35;104.72
SKT120-135P-12;0.237;Polycristallin;14.02 ~ 15.77;120 ~ 135;9.5;Chine;1270x674x35;28.439999999999998
CBG-32-200MZ;0.209;Monocristallin;20.4;200;10.3;Chine;1290x760x30;41.8
All Black ZPM380~415PMB;0.245;Monocristallin;19.4 ~ 21.2;380 ~ 415;21;Chine;1719x1140x30;93.1
MP-645W~675W;0.219;Monocristallin;20.7 ~ 21.7;645 ~ 675;35.7;Chine;2384x1303x35;141.255
AL575~600M10;0.247;Monocristallin;20.58 ~ 21.47;575 ~ 600;32;Chine;2464x1134x35;142.025
HF144M10-530-550;0.219;Monocristallin;20.7 ~ 21.5;530 ~ 550;27;Chine;2256x1133x35;116.07
EVVO - IG - Series - 72P;0.238;Polycristallin;16.28 ~ 17.57;315 ~ 340;21.5;Inde;1955x990x35;74.97
Twin 3.0 JC525-545S-Abcp JA 1500V;0.232;Monocristallin;20.31 ~ 21.09;525 ~ 545;28.6;Chine;2279x1134x35;121.80000000000001
PST-72M-370;0.180;Monocristallin;17.9;370;6.8;Chine;2030x1025x5.5;66.6
Mono 300W;0.171;Monocristallin;18.3;300;18.5;Chine;1640x992x35;51.300000000000004
P3 Series MYP3048-215-235W;0.262;Polycristallin;16.04 ~ 17.54;215 ~ 235;15.2;Chine;1340x1000x35;56.330000000000005
TR120-450W;0.221;Monocristallin;20.85;450;24.2;Chine;1909x1134x35;99.45
JT SHh 360-380W;0.248;Monocristallin;19.8 ~ 20.9;360 ~ 380;20;Chine;1755x1038x35;89.28
SUN 60MD-H6S 370-380;0.165;Bifacial, PERC;20.31 ~ 20.86;370 ~ 380;24;Chine;1755x1038x30;61.050000000000004
FSM 525-550M-72HBD;0.267;Bifacial, PERC;20.1 ~ 21.1;525 ~ 550;32;Chine;2078x1135x35;140.175
GPNE-S120/FNH-BG 350-375W;0.200;Monocristallin;18.9 ~ 20.2;350 ~ 375;25;Chine;1773x1046x30;70.0
CSI SolarBiHiKu7 CS7N-640-670MB-AG;0.310;Bifacial, PERC;20.6 ~ 21.6;640 ~ 670;37.9;Espagne;2384x1303x35;198.4
9BB 158.75 LNSK-325-345M Half Cell;0.249;Monocristallin;19.26 ~ 20.45;325 ~ 345;19;Chine;1684x1002x35;80.925
(Shingled Full Black) ECO-395-415M-60SBF;0.325;Monocristallin;20.2 ~ 21.2;395 ~ 415;21;Chine;1719x1140x30;128.375
MSMDxxxM6-72 166 M6 440W-460W;0.300;Monocristallin;20.2 ~ 21.1;440 ~ 460;24;Allemagne;2095x1039x35;132.0
P3 Series MYP3054-250-270W;0.250;Monocristallin;16.67 ~ 18;250 ~ 270;16.9;Chine;1500x1000x35;62.5
SKT110-115P-12;0.257;Polycristallin;14.77 ~ 15.44;110 ~ 115;8.4;Chine;1120x665x30;28.27
18 Series MBB Half Cell Mono 485-505W;0.238;Monocristallin;20.4 ~ 21.3;485 ~ 505;26;Chine;2094x1134x35;115.42999999999999
Twin 3.0 JC525-545S-Abcp JK 1500V;0.225;Monocristallin;20.36 ~ 21.13;525 ~ 545;28.6;Chine;2274x1134x35;118.125
TR120-460M;0.223;Monocristallin;21.32;460;24.2;Chine;1909x1134x35;102.58
JT SIh(B) 365-380W;0.248;Monocristallin;20 ~ 20.9;365 ~ 380;24;Chine;1755x1038x30;90.52
RL250-285HP;0.190;Polycristallin;15.37 ~ 17.52;250 ~ 285;--;Chine;1640x992x35;47.5
All Black 300w-550w;0.133;Monocristallin;--;545;21;Chine;1755x1038x35;72.485
EVVO 330-360 72Cells;0.238;Monocristallin;17 ~ 18.5;330 ~ 360;22.5;Inde;1956x992x40;78.53999999999999
PST-D310;0.305;Monocristallin;18.4;310;5;Chine;1680x1000x2;94.55
FDS-G1M-72-400;0.200;Monocristallin;19.8 ~ 20.3;400 ~ 410;22.4;Chine;2008x1002x40;80.0
Lion RCM-460-480-6BHF;0.269;HJT, Bifacial;21.2 ~ 22.1;460 ~ 480;27.5;France;2094x1038x30;123.74000000000001
PERC Mono 300W-320W;0.148;PERC;18.3 ~ 19.65;300 ~ 320;18.5;Chine;1640x992x35;44.4
MSMDxxxM6-60 166 M6 360W-380W Black F...;0.300;Monocristallin;19.73 ~ 20.83;360 ~ 380;19.8;Allemagne;1756x1039x35;108.0
HF156M10-580-600;0.219;Monocristallin;20.7 ~ 21.38;580 ~ 600;30;Chine;2495x1133x35;127.02
RSM110-8-430-550BMDG;0.235;PERC;20.3 ~ 21;530 ~ 550;33;Chine;2384x1096x30;124.55
JS310-330P;0.238;Polycristallin;15.9 ~ 17;310 ~ 330;23.5;Chine;1956x992x40;73.78
FLSU-480-500M;0.256;Monocristallin;20.21 ~ 21.06;480 ~ 500;26;Chine;2094x1134x35;122.88
SHARPNUJD545;0.360;PERC;21.1 ~ 21.3;545 ~ 550;27.5;Espagne;2278x1134x35;196.2
Shingled ZMP420~445PMB;0.243;Monocristallin;20.2 ~ 21.4;420 ~ 445;21.8;Chine;1899x1096x30;102.06
LF285P6-60;0.229;Polycristallin;--;270 ~ 290;18;Chine;1640x992x35;61.830000000000005
(Shingled) ECO-430-445M-46SC;0.300;Monocristallin;20.7 ~ 21.4;430 ~ 445;21.8;Chine;1899x1096x30;129.0
GPNE- S156/M6H 470-490W;0.220;Monocristallin;19.7 ~ 20.5;470 ~ 490;29;Chine;2278x1048x40;103.4
OPS-100M;0.390;Monocristallin;20;100;5.2;États-Unis;1020x510x30;39.0
AL600~620M12;0.238;Monocristallin;21.21 ~ 21.89;600 ~ 620;30.5;Chine;2172x1303x35;142.79999999999998
340-355W Poly (Half-cut);0.195;Polycristallin;17.15 ~ 17.64;345 ~ 355;22.5;Chine;2008x1002x40;67.275
RS6T-P 320-340w;0.219;Polycristallin;16.54 ~ 17.58;320 ~ 340;22;Chine;1950x992x40;70.08
INE-355-375-60MH;0.267;Monocristallin;19.2 ~ 20.3;355 ~ 375;20;Chine;1768x1046x35;94.78500000000001
SUN66M-H12J 685-710;0.190;HJT;22.05 ~ 22.86;685 ~ 710;34.5;Chine;2384x1303x35;130.15
Bifacial 144 Cell 430-450W;0.267;Bifacial;19.8 ~ 20.7;430 ~ 450;28;Chine;2094x1038x30;114.81
LF555M10-72H;0.227;Monocristallin;20.7 ~ 21.5;535 ~ 555;28.5;Chine;2279x1134x35;121.44500000000001
INE-430-450-72MH;0.267;Monocristallin;19.5 ~ 20.4;430 ~ 450;24;Chine;2108x1046x40;114.81
RSM110-8-530-550M;0.233;PERC;20.3 ~ 21;530 ~ 550;29;Chine;2384x1096x35;123.49000000000001
9BB 158.75 LNSU-395-415M Half Cell;0.246;Monocristallin;19.63 ~ 20.63;395 ~ 415;21.5;Chine;2008x1002x35;97.17
AL485-505M12;0.239;Monocristallin;20.3 ~ 21.1;485 ~ 505;26.5;Chine;2185x1098x35;115.91499999999999
RS6E-P 150-170W;0.271;Monocristallin;15.15 ~ 17.17;150 ~ 170;11.5;Chine;1487x666x35;40.650000000000006
Bifacial Module_FDS-M6-72-BF-445W;0.229;Bifacial;19.56 ~ 20.48;425 ~ 445;23.5;Chine;2094x1038x35;97.325
Mars M3 EL-350~370M-60H(9BB);0.233;PERC;18.73 ~ 19.8;350 ~ 370;22;Chine;1776x1057x35;81.55000000000001
HF32M-160-200;0.219;Monocristallin;16.2 ~ 19.7;160 ~ 200;12;Chine;1420x700x35;35.04
ET Bifacial Mono 525W-545W;0.220;Polycristallin;20.2 ~ 20.7;530 ~ 545;30;Chine;2288x1134x35;116.6
EVVO 320-335 72Cells;0.238;Polycristallin;16.53 ~ 17.31;320 ~ 335;21.5;Inde;1955x992x40;76.16
JT SSh(B) 445-460W;0.248;Monocristallin;20.5 ~ 21.2;445 ~ 460;27.5;Chine;2094x1038x30;110.36
JS340-360P;0.238;Polycristallin;16.9 ~ 17.9;340 ~ 360;22.5;Chine;2008x1002x40;80.92
SKT95-105P-12;0.257;Polycristallin;14.29 ~ 15.79;100 ~ 105;7.5;Chine;1000x665x30;25.7
TR132-665W;0.259;Bifacial, PERC;21.4 ~ 22.1;665 ~ 685;38.7;Chine;2384x1303x35;172.235
P3 Series MYP3060-280-300W;0.250;Monocristallin;7.41 ~ 18.01;280 ~ 300;19;Chine;1666x1000x35;70.0
MSMDxxxM10-60 440W-460W;0.300;Monocristallin;20.3 ~ 21.2;440 ~ 460;24.6;Allemagne;1909x1134x35;132.0
Lion RCM-680-700-8DBH;0.259;HJT, Bifacial;21.9 ~ 22.5;680 ~ 700;38.7;France;2384x1303x35;176.12
18 Series MBB Half Cell Mono 530-550W;0.238;Monocristallin;20.7 ~ 21.5;530 ~ 550;27.5;Chine;2279x1134x35;126.14
SUN 78M-HFD 430-460W;0.184;Monocristallin;19.6 ~ 20.97;430 ~ 460;25;Chine;2185x1004x40;79.12
ECO-415-430M-44SC;0.300;PERC;20.9 ~ 21.7;415 ~ 430;20.8;Chine;1812x1096x30;124.5
OPS-200M;0.380;Monocristallin;20;200;10.8;États-Unis;1470x670x30;76.0
RL320-340HM-120B;0.190;Monocristallin;19 ~ 21.2;320 ~ 340;--;Chine;1684x1002x35;60.8
Twin 3.0 JC525-545S-Abcp ZT 1500V;0.232;Monocristallin;20.54 ~ 21.32;525 ~ 545;27.2;Chine;2256x1133x35;121.80000000000001
FLSK-360-375M;0.256;Monocristallin;19.5 ~ 20.03;360 ~ 375;20;Chine;1765x1048x35;92.16
GPNE-S144/FNH 390-410W;0.195;Monocristallin;19.4 ~ 20.4;390 ~ 410;23;Chine;2008x1002x40;76.05
STM-525-550/144-S3 Full Black;0.233;Monocristallin;20.31 ~ 21.28;525 ~ 550;28.6;Chine;2279x1134x35;122.325
FSM 425-455M-72H;0.257;PERC;19.6 ~ 20.9;425 ~ 455;23.5;Chine;2094x1038x35;109.22500000000001
SUN60M-H12J 620-645;0.189;HJT;21.91 ~ 22.79;620 ~ 645;31;Chine;2172x1303x35;117.18
Shingled ZPM525~550PMB;0.240;Monocristallin;20.3 ~ 21.3;525 ~ 550;32;Chine;2355x1096x35;126.0
YH260-290W-27M;0.248;Monocristallin;17.6 ~ 19.7;260 ~ 290;15.5;Chine;1485x992x35;64.48
P3 Series MYP3072-335-355;0.259;Monocristallin;16.92 ~ 17.93;335 ~ 355;22.3;Chine;1980x1000x35;86.765
ET-M772BH530-550TW/TB;0.240;Monocristallin;20.5 ~ 21.3;530 ~ 550;28;Chine;2279x1134x35;127.19999999999999
HS-M-60-PID 280-300W;0.200;Monocristallin;17.3 ~ 18.6;280 ~ 300;18;Chine;1640x992x35;56.0
RSM-100M;0.257;Monocristallin;15.44;100;7;Chine;1020x670x35;25.7
SUN 72M-HF 395-420W;0.181;Monocristallin;19.68 ~ 20.93;395 ~ 420;23;Chine;2015x996x35;71.495
Cortex P4 Series 390-405W_Ultra Black;0.380;PERC;20.3 ~ 21.1;390 ~ 405;21;États-Unis;1754x1096x30;148.2
SPDGHM6-60 315-335W;0.171;Bifacial;18.71 ~ 19.9;315 ~ 335;23.5;Chine;1680x1002x6;53.865
ECO-415-430M-44SCF;0.320;PERC;20.9 ~ 21.7;415 ~ 430;20.8;Chine;1812x1096x30;132.8
JT SSh(B) 530-550W;0.248;Bifacial, PERC;20.5 ~ 21.3;530 ~ 550;34.2;Chine;2279x1134x35;131.44
INE-400-700-MH;0.267;Monocristallin;20.8 ~ 22.4;420 ~ 700;21;Chine;1754x1096x35;112.14
SKT100P-12;0.257;Polycristallin;15.04;100;7.5;Chine;1000x665x30;25.7
EVVO 290-320 60Cells;0.238;Monocristallin;17.5 ~ 19.7;290 ~ 320;18.5;Inde;1640x992x35;69.02
Twin 2.0 JC350-370S-Bbcp;0.225;Monocristallin;18.73 ~ 19.8;350 ~ 370;20;Chine;1776x1052x35;78.75
FDS-M6M-72-430-450;0.208;Monocristallin;19.79 ~ 20.71;430 ~ 450;23.5;Chine;2094x1038x35;89.44
SUN66MD-H12SJ 680-710;0.188;Bifacial, HJT;22.05 ~ 22.86;685 ~ 710;39.5;Chine;2384x1303x35;128.78
TR120-595M;0.259;Bifacial, PERC;21 ~ 21.2;595 ~ 600;35;Chine;2172x1303x35;154.10500000000002
GPNE-S120/M6H 355-380W;0.249;Monocristallin;19.2 ~ 20.6;355 ~ 380;20;Chine;1765x1048x35;88.395
JS380-400M;0.249;Monocristallin;19.18 ~ 21.17;380 ~ 400;23.55;Chine;1979x1002x35;94.62
FLSK-350-370M;0.256;Monocristallin;18.73 ~ 19.8;350 ~ 370;22;Chine;1776x1052x35;89.60000000000001
HFF-100;0.286;Monocristallin;19;100;2.5;Chine;1050x540x2.5;28.599999999999998
Shingled ZPM635~660PMB;0.241;Monocristallin;20.8 ~ 21.6;645 ~ 670;38.5;Chine;2384x1303x35;155.445
RL635HM-S;0.190;Monocristallin;20.9;635;34;Chine;2355x1303x35;120.65
STM-370-395/120-S2;0.224;Monocristallin;20.28 ~ 21.65;370 ~ 395;20.5;Chine;1756x1039x35;82.88
RSM120-8-580-600BMDG;0.235;PERC;20.5 ~ 21.2;580 ~ 600;35;Chine;2172x1303x35;136.29999999999998
FSM 530-550M-72HC;0.257;Monocristallin;20.4 ~ 21.2;530 ~ 550;29;Chine;2286x1135x40;136.21
AL640~665M12;0.239;Monocristallin;20.37 ~ 21.16;640 ~ 665;33;Chine;2411x1303x35;152.95999999999998
ECO-480M-78S(HJT);0.285;HJT, Bifacial;22.1;480;27.5;Chine;2094x1038x30;136.79999999999998
JT SSh(B) 530-550W Dual-glass;0.248;PERC, Bifacial;20.7 ~ 21.5;530 ~ 550;32.3;Chine;2256x1133x35;131.44
SUN60MD-H12SJ 620-645;0.187;Bifacial, HJT;21.91 ~ 22.79;620 ~ 645;36;Chine;2172x1303x35;115.94
JS320-350M;0.249;Monocristallin;19 ~ 20.7;320 ~ 350;19;Chine;1684x1002x35;79.68
ET-M778BH580-600GL 2465x1134x35;0.235;Monocristallin;20.7 ~ 21.5;580 ~ 600;35;Chine;2465x1134x35;136.29999999999998
FLSU-420-440M;0.256;Monocristallin;18.88 ~ 19.78;420 ~ 440;25.5;Chine;2115x1052x40;107.52
RL525HM-550HM-B;0.214;Bifacial, HJT;20.36 ~ 21.18;525 ~ 550;28;Chine;2256x1134x35;112.35
Twin 2.0 JC430-450S-Abcp;0.232;Monocristallin;19.33 ~ 20.22;430 ~ 450;24;Chine;2115x1052x35;99.76
FDS-FLB180M;0.552;Monocristallin;20.6;180;6.2;Chine;1500x660x4;99.36000000000001
CBG-60-320MZ;0.209;Monocristallin;20.5;320;14.3;Chine;1290x1134x35;66.88
FSM 570-590M 182;0.257;Monocristallin;20.3 ~ 21;570 ~ 590;31.5;Chine;2472x1135x35;146.49
RSM120-5-580-600M;0.235;PERC;20.5 ~ 21.2;580 ~ 600;31.5;Chine;2172x1303x35;136.29999999999998
GPNE-S120/FNH 325-345W;0.205;Monocristallin;19.21 ~ 20.4;325 ~ 345;19;Chine;1684x1002x35;66.625
Cortex P1 Series Full Cell 330-350W;0.380;Monocristallin;19.5 ~ 20.5;330 ~ 350;19;États-Unis;1664x1002x35;125.4
SKT150M6-12;0.264;Monocristallin;15.1;150;9.5;Chine;1270x674x35;39.6
AOX-60M6HC360-380W;0.229;Monocristallin;19.8 ~ 20.9;360 ~ 380;19.2;Chine;1755x1038x35;82.44
HFF-150;0.286;Monocristallin;19;150;3.5;Chine;1480x680x2.5;42.9
SUN 78M-H8 575-595W;0.181;Monocristallin;20.78 ~ 21.5;575 ~ 595;31;Chine;2438x1135x35;104.075
HS-P-60-PID 270-290W;0.195;Polycristallin;16.7 ~ 17.9;270 ~ 290;18;Chine;1640x992x35;52.65
doubel glass 550;0.133;Bifacial, HJT;--;550;--;Chine;--;73.15
EVVO 270-300 60Cells;0.238;Polycristallin;16.5 ~ 18.4;270 ~ 300;18.6;Inde;1640x992x35;64.25999999999999
STM-370-395/120-S2 Full Black;0.238;Monocristallin;20.28 ~ 21.65;370 ~ 395;20.5;Chine;1756x1039x35;88.06
SKT270P-20;0.209;Polycristallin;16.6;270;20;Chine;1640x992x35;56.43
ECO-400M-66Sblack(HJT);0.290;HJT, Bifacial;21.96;400;23.5;Chine;1755x1038x30;115.99999999999999
G1 120cells 325w-340w;0.300;Monocristallin;19.27 ~ 20.15;325 ~ 340;19.1;Chine;1684x1002x35;97.5
SUN 60M-H2 590-610W;0.186;Monocristallin;20.85 ~ 21.55;590 ~ 610;31;Chine;2172x1303x35;109.74
SUN 66M-H6I(BK) 415-425;0.163;IBC;21.05 ~ 21.59;415 ~ 425;21;Chine;1895x1039x35;67.645
EVVO - IG - Series - 72M (PERC);0.238;PERC;18.08 ~ 19.63;350 ~ 380;21.5;Inde;1955x990x35;83.3
AOX-60M10HC450-465W;0.229;Monocristallin;20.9 ~ 21.5;450 ~ 465;23;Chine;1903x1134x35;103.05
HS-M-72-PID 340-385W;0.200;Monocristallin;17.7 ~ 19.4;340 ~ 385;21;Chine;1956x992x40;68.0
330-345W;0.238;Polycristallin;16.6 ~ 17.4;330 ~ 345;22.5;Chine;1980x1000x35;78.53999999999999
SPDGHM6-72 380-400W;0.233;Bifacial;18.94 ~ 19.94;380 ~ 400;28;Chine;2002x1002x6;88.54
STM-440-465/144-S2 Full Black 2102*10...;0.233;Monocristallin;20.13 ~ 21.3;440 ~ 465;23;Chine;2102x1040x35;102.52000000000001
Black Module_FDS-M10-54-400W;0.229;PERC;19.95 ~ 20.97;390 ~ 410;21.5;Chine;1724x1134x30;89.31
Twin 2.0 JC360-380S-Bbcp;0.225;Monocristallin;19.76 ~ 20.86;360 ~ 380;19.5;Chine;1755x1038x35;81.0
GPNE-S150/M12H 485-510W;0.239;Monocristallin;20.1 ~ 21.2;485 ~ 510;26.5;Chine;2185x1098x35;115.91499999999999
Cortex P4 Series 390-405W;0.380;Monocristallin;20.3 ~ 21.1;390 ~ 405;21;États-Unis;1754x1096x30;148.2
(9BB)480~500W 80cells Mono solar pane...;0.243;Monocristallin;20.57 ~ 21.43;480 ~ 500;26;Chine;2248x1038x40;116.64
FLSU-420-435M;0.256;Monocristallin;18.88 ~ 19.55;420 ~ 435;25.5;Chine;2115x1052x40;107.52
ESM-120M;0.257;PERC;19.7;120;6;Chine;800x760x30;30.84
RS6S-M 320-340W;0.246;Monocristallin;16.49 ~ 17.52;320 ~ 340;22;Chine;1956x992x40;78.72
JS390-420M;0.249;Monocristallin;19.39 ~ 20.9;390 ~ 420;22.5;Chine;2008x1002x35;97.11
TOPCON ECO-430M-54LHC;0.275;PERC;22.02;430;22;Chine;1722x1133x30;118.25000000000001
AOX-66M10HC 500-515W;0.229;Monocristallin;21.1 ~ 21.7;500 ~ 515;25;Chine;2094x1134x35;114.5
SKT215-240M-24;0.257;Monocristallin;15.33 ~ 16.67;215 ~ 240;15;Chine;1330x992x35;55.255
ESM-240M;0.257;PERC;20.7;240;12;Chine;1520x760x35;61.68
FDS280-24M370;0.259;PERC;18.66;370;22.5;Chine;1979x1002x40;95.83
SUN 60M-H6 360-385W;0.186;Monocristallin;19.46 ~ 20.81;360 ~ 385;20.5;Chine;165x1048x30;66.96
HS-P-72-PID 315-330W;0.195;Polycristallin;16.4 ~ 17.2;315 ~ 330;21;Chine;1956x992x40;61.425000000000004
TN100M-12V;0.124;Monocristallin;--;100 ~ 120;--;Chine;1196x535x35;12.4
